handle,gender,tweet,category,topic,date,lat,long,location,state
AdriGo12,male,"@Kdodo1741 👌 ""@dominos: Show those lemmings you’re not a cliché. This year, resolve to eat more pizza. #NewYearsResolution""",Health & Fitness,Go gluten free,1/1/2015,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
joshuapbrown,male,My #NewYearsResolution is to start smoking. On my way to get a carton now.  #Blessed2015 #newyearnewme #BringItOn2015,Humor,Humor about Health and Fitness Resolutions,1/1/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
JeremyHtweets,male,My #NewYearsResolution is to mercilessly and repeatedly beat @LukeFurmanOU in chess.,Recreation & Leisure,Cook more,1/1/2015,39.3292396,-82.1012554,"Athens, OH 45701, USA",Ohio
RossWGibson,male,First #NewYearsResolution : Waffles. Someone help make this happen.,Humor,Humor about New Years,1/1/2015,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
dylanthemermaid,female,“@CrumlinFuels: #NewYearsResolution number 2 http://t.co/BjFORse63Y”,Personal Growth,Be more positive,1/1/2015,41.4924631,-81.6528219,"Central, Cleveland, OH, USA",Ohio
EricShoeTweets,male,#NewYearsResolution save even more money and continue growing with @blf2014 with our relationship,Finance,Save money,1/1/2015,40.2842164,-84.1554987,"Sidney, OH, USA",Ohio
tracedeaton,male,Happy New Year Everyone! I'm doing great...it's 10AM here and I haven't broken one resolution yet! #NewYearsResolution,Humor,Humor about not Keeping Resolutions,1/1/2015,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
creationsbynoah,male,"RT @Hall_Bruce: What better day than today to spend time in prayer &amp; the Word in order to hear His plans for your #2015.
#NewBeginnings
#Ne…",Personal Growth,Focus on Religion and Faith,1/1/2015,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
fadamorgana,female,Live long and prosper. http://t.co/Q96NrsTb1S #2015 #NewYearsResolution #NYE2015,Health & Fitness,Other,1/1/2015,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
cacoughlin,female,RT @s3lentz: I think my #NewYearsResolution is to be more like @taylorswift13  http://t.co/HOIEQXn2W6,Recreation & Leisure,Hike more,1/1/2015,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
lbasalyga,female,#NewYearsResolution Stop leaving my stuff in hotel rooms post checkout!!  #vagabondprobs,Time Management/Organization,Re-organize,1/1/2015,41.3747744,-83.6513229,"Bowling Green, OH, USA",Ohio
cintavu,female,"2015 #NewYearsResolution 
• sketch more,  finish more illustrations
• less procrastination
• more sleep
• get better at league lmfao",Time Management/Organization,Clean something,1/1/2015,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
AndrewMCaudill,male,"#NewYearsResolution More beer, more school, and party. #ThePowerOfPositivePartying.",Recreation & Leisure,Other,1/1/2015,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
AudreyGothwell,female,RT @Pr3zKiD: #NewYearsResolution finally graduate high school,Education/Training,Get my degree,1/1/2015,39.8208925,-84.0193789,"Fairborn, OH, USA",Ohio
AudreyGothwell,female,RT @Pr3zKiD: #NewYearsResolution stay a real nigga,Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,39.8208925,-84.0193789,"Fairborn, OH, USA",Ohio
AudreyGothwell,female,RT @UncleSebastian: #NewYearsResolution be as cool as Johnny Kennedy the third,Personal Growth,Try new things,1/1/2015,39.8208925,-84.0193789,"Fairborn, OH, USA",Ohio
AudreyGothwell,female,RT @UncleSebastian: #NewYearsResolution stop being so lazy.,Health & Fitness,Other,1/1/2015,39.8208925,-84.0193789,"Fairborn, OH, USA",Ohio
AudreyGothwell,female,RT @Pr3zKiD: #NewYearsResolution stop being racist,Personal Growth,Respect Others,1/1/2015,39.8208925,-84.0193789,"Fairborn, OH, USA",Ohio
colestclair77,male,First #workout in 2015! Worked outed about every day last year! So the same for #NewYearsResolution !,Health & Fitness,Excersize More,1/1/2015,40.0803199,-80.90176,"St Clairsville, OH 43950, USA",Ohio
gimmeyerplate,female,RT @jennylee2003: Resolution=whatever each day brings me. #NewYearsResolution,Personal Growth,Be more positive,1/1/2015,40.4172871,-82.907123,"Ohio, USA",Ohio
spiritedgemini,female,@StubHub I really really want to go to Indy and see the Bengals play the Colts! #TixWish #NewYearsResolution,Recreation & Leisure,Take a trip,1/1/2015,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
spiritedgemini,female,@StubHub my #NewYearsResolution is to go to a concert for the second time in my life and to go to a playoff game!! #TixWish,Recreation & Leisure,Hike more,1/1/2015,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
tracedeaton,male,My New Years Resolution is 1080p just like last year #NewYearsResolution,Humor,Humor about not Resolutions in general,12/31/2014,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
coachderge36,male,Ehh... I'll start working out tomorrow. Football is on today! #CottonBowl #NewYearsResolution #NewYearsSix #GoBucks,Health & Fitness,Excersize More,1/1/2015,39.9583892,-84.1721638,"Tipp City, OH, USA",Ohio
Mop_Hop,male,My #NewYearsResolution is to never bowl a house shot tournament for the rest of my life. #NotRealBowling,Humor,Humor about Recreation and Leisure Resolutions,1/1/2015,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
Ms_Yungraw,female,RT @StevenOnTwatter: My only new years resolution is to add another inch onto my arms so uhh yeah. Happy 2015.,Health & Fitness,Improve my body,1/1/2015,41.0814447,-81.5190053,"Akron, OH, USA",Ohio
KellyBuryanek,female,My New Years resolution is to get @camerondallas to follow me,Family/Friends/Relationships,Have another baby,1/1/2015,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
rlynnrobertson,female,RT @RickiKillinen: New Years resolution: don't spend all my money on food,Finance,Cash in on my stock options,1/1/2015,41.0814447,-81.5190053,"Akron, OH, USA",Ohio
jessalexander28,female,"I think I told someone my New Years resolution was to be 21, let the countdown begin 😂",Recreation & Leisure,Other,1/1/2015,39.9950519,-82.8108366,"Blacklick, OH 43004, USA",Ohio
bryanamartin,female,@TODAYshow My New Years Resolution is to keep trying to meet Niall Horan from the band One Direction #starttoday,Family/Friends/Relationships,Spend more time with family,1/1/2015,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
coyne_ashley,female,"RT @AbbieJudson: New years resolution: Drink less coffee 
LOL JK I've already had 3 cups",Humor,Humor about Health and Fitness Resolutions,1/1/2015,40.75839,-82.5154471,"Mansfield, OH, USA",Ohio
macie_pifer,female,"My New Years resolution was to eat healthier. So far I've had McDonald's, Reese's pieces and gummies. Oops!",Health & Fitness,Eat healthier,1/1/2015,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
hiimdav,male,RT @bendubie: New Years Resolution: talk even more about my Natty Merit status,Personal Growth,Use more social media,1/1/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
scottababc,male,"New years resolution part two
Gain tolerance for annoying people
Put more effort into speeches
Make some more friends",Personal Growth,Improve my attitude,1/1/2015,41.2383874,-81.7451298,"Hinckley, OH 44233, USA",Ohio
scottababc,male,"New years resolution part one:
Get over fear of dogs this year
Gain self confidence
Study some more
Be more social
Be more funny",Personal Growth,Be more friendly,1/1/2015,41.2383874,-81.7451298,"Hinckley, OH 44233, USA",Ohio
_haleycoleman,female,Mine and Alexa's New Years resolution: Leave the bullshit and guys of 2014 in 2014,Family/Friends/Relationships,Make new friends,1/1/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
bonekovic02,female,"RT @Shar_Shebeck: New Years resolution: graduate basic training and AIT, and make it through 2015, so we can travel in 2016 😍😍 @bonekovic02",Education/Training,Get my degree,1/1/2015,41.2319316,-80.5680613,"330 OH-7, Brookfield Township, OH 44403, USA",Ohio
spagswag69,female,My New Years resolution is to get really hot,Personal Growth,Be more positive,1/1/2015,41.080133,-81.9534815,"Medina County, OH, USA",Ohio
dudeitsgaby,female,My new years resolution is to get my shit together.,Time Management/Organization,Other,1/1/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
ConnorSWK,male,"@Rissake New Years resolution: get drunk at your house. I did my resolution, get on my level.",Humor,Humor about Health and Fitness Resolutions,1/1/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
NerdRemixTom,male,"My New Years resolution is to stop being such an asshole...
...that was rough, maybe next year.",Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,41.3503303,-83.1218634,"Fremont, OH 43420, USA",Ohio
Lindsay12345yo,female,New Years Resolution... Writing the Date correctly on my school papers the first time. Ha xD.,Education/Training,Start Master’s program,1/1/2015,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
Andy_Gleason71,male,My New Years Resolution is to gain between 5 and 8 hundred pounds until i have to be removed from my house by a crane,Humor,Humor about Time Management/Organization Resolutions,1/1/2015,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
L_Status18,male,"My New Years Resolution! 
Buy more Jordan's!👟👟
Get this money everyday!💰💰                      Sounds about right!",Humor,Humor about Recreation and Leisure Resolutions,1/1/2015,39.0226243,-84.316151,"Ohio River Scenic Byway, Ohio, USA",Ohio
nikita_thiel,female,RT @PhillipsDerrik: New years resolution  is to see my bengals win this first playoff game and turn that into momentum!  #whodey,Recreation & Leisure,Other,1/1/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
laurenpflum,female,New Years resolution AGAIN: to be an even more delicious strawberry in 2015! @marahuber3 😘,Personal Growth,Acheive My Goals,1/1/2015,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
ali_goin_hamma,female,"After seeing my total earnings from last year and only being able to account for a few grand into the jeep...
new years resolution: BUDGET.",Finance,Save money,1/1/2015,40.0923059,-82.5396194,"Burg St, Granville, OH 43023, USA",Ohio
JeffCoryell,male,"My first New Years Resolution is to learn to accept myself as I am. So, I guess I won't be making any others.",Personal Growth,Use more social media,1/2/2015,41.5200518,-81.556235,"Cleveland Heights, OH, USA",Ohio
Rebecca_Anne18,female,"Screw this New Years resolution of no coffee, my head feels like its getting sliced in two by a high power chain saw.",Health & Fitness,Run a half / full marathon,1/2/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
VCTranslation,female,My resolution is to blog more! JK! But I did blog today. http://t.co/Mf3auhoXx4,Recreation & Leisure,Spend more time outside,1/2/2015,40.4172871,-82.907123,"Ohio, USA",Ohio
jmatthiass,female,RT @ElSangito: my new years resolution is to be so cute that it makes people angry tbh,Personal Growth,Be more friendly,1/2/2015,39.3292396,-82.1012554,"Athens, OH 45701, USA",Ohio
punkr0ckrachel,female,"RT @evildadatron: New Years resolution: Don't die

Ok, maybe I set the bar a little high",Humor,Humor about Personal Growth and Interests Resolutions,1/2/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
joe_mcconaghy,male,"My New Years resolution is to eat healthier

...brb going to go get canes",Health & Fitness,Eat healthier,1/2/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
inothacker,male,New years resolution: quit skipping legs,Humor,Humor about Recreation and Leisure Resolutions,1/2/2015,40.8814452,-82.6618424,"Shelby, OH 44875, USA",Ohio
Scaryhooter,male,"*NEW* New Years Resolution: Join the band HIM. From roadie to band manager, any position of employment will do.",Career,Other,1/2/2015,41.0814447,-81.5190053,"Akron, OH, USA",Ohio
onelanier,male,@UPSers my New Years Resolution is to hopefully after 10 years get the opportunity to get a driving job.,Career,Get a new job,1/2/2015,39.1367249,-84.709114,"Addyston, OH, USA",Ohio
Gracieee92,female,New Years resolution: hug zayn more http://t.co/uG7Oq3ADfk,Humor,Humor about Personal Growth and Interests Resolutions,1/2/2015,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
ConnorMacDowell,male,My New Years resolution is to find a pair of jeans that actually fit. #FingersCrossed,Personal Growth,Update my wardrobe,1/2/2015,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
spaaammi,female,I think my New Years resolution will be to start telling people how I feel the first time instead of waiting till they push me to my limit.,Personal Growth,Be more positive,1/2/2015,40.7989473,-81.378447,"Canton, OH, USA",Ohio
RobSneed19,male,Hey friends! What's your New Years resolution? 😄 Mine is to get back in shape and eat better!,Health & Fitness,Improve my body,1/2/2015,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
jahatfield,male,My New Years resolution is to stop sitting on my wallet in order to preserve the life of my already bad back.,Personal Growth,Focus on my self,1/2/2015,40.21396,-81.8817982,"Franklin, OH 43812, USA",Ohio
BomberBobbyV,male,"Well, after careful consideration, much pondering &amp; self reflection, I have decided my New Years resolution is to continue being awesome.",Humor,Humor about not Resolutions in general,1/2/2015,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
Adrian0bama,male,Late New Years resolution. I wanna do calisthenics this year 💪,Health & Fitness,Excersize More,1/2/2015,41.4739419,-81.5370671,"Shaker Heights, OH, USA",Ohio
zactavious,male,"#NewYearsResolution say ""alright, sure"" to another glass of wine.",Personal Growth,Be more positive,12/24/2014,39.7589478,-84.1916069,"Dayton, OH, USA",Ohio
99DayRealtor,male,Most common #NewYearsResolution #loseweight #workout - how about new home :),Personal Growth,Other,12/26/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
leslieerin1,female,@leslieerin1 so I guess I just figured out what my #NewYearsResolution is!! #timeformyself #justforme,Personal Growth,Focus on my self,12/27/2014,41.0256101,-81.7298519,"Wadsworth, OH, USA",Ohio
SgWomack99,female,“@ayeee_lilk: #NewYearsResolution don't settle for less than you deserve”,Personal Growth,Be more positive,12/29/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
Amanda71175,female,#NewYearsResolution   To tweet more,Personal Growth,Get my life together,12/29/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
cintavu,female,I need to play less #leagueoflegends and draw more tbh #NewYearsResolution,Personal Growth,Be More Fun,12/30/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
leahmarie00,female,This is how I’m living a connected life in 2015. #NewYearsResolution http://t.co/0DzLRttKc8 #ATTCrowd #ad,Personal Growth,Use more social media,12/30/2014,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
TVsGabeRoss,male,I've come up with a few of these #NewYearsResolution things... Most of which I think are actually attainable goals for myself.,Personal Growth,Other,12/31/2014,39.8070121,-82.2970941,"Somerset, OH 43783, USA",Ohio
keonGist,male,"My #NewYearsResolution is to gain wisdom, all the wisdom I can.... And the knowledge to use it!",Personal Growth,Try new things,12/31/2014,39.7589478,-84.1916069,"Dayton, OH, USA",Ohio
artifiedlady,female,"As part of my end of the year cleansing, I've deleted #candycrush from my devices. #NewYearsResolution #feelingmotivated",Personal Growth,Spend less time on Facebook,12/22/2014,41.5983823,-81.4184471,"Willoughby Hills, OH, USA",Ohio
TylerEtchell,male,My #NewYearsResolution is to develop an unhealthy obsession with other men's' physiques and spend an inordinate amnt of time working out.,Health & Fitness,Other,12/24/2014,41.3139426,-81.6851271,"Broadview Heights, OH, USA",Ohio
IndiaEaton,female,"RT @JessicaDrown: #HappyNewYear:

May the Joy of the birth of Christ abide with you and your Family in Jesus name. ⚓️

#newyearsresolution …",Family/Friends/Relationships,Spend more time with family,12/26/2014,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
sarahmwitting,female,One of my New Years resolutions is to go to the BMV less #NewYearsResolution #IComeHereTooMuch,Recreation & Leisure,Other,12/27/2014,41.0989439,-81.6445685,"Copley, OH 44321, USA",Ohio
kellyyarnoldd,female,Hoping the gym doesn get busy with #NewYearsResolution people  😑 yall will go as fast as ya came. #outOfMyWay,Humor,Humor about Health and Fitness Resolutions,12/28/2014,39.1776993,-84.7643567,"Ohio Ave, Cincinnati, OH 45033, USA",Ohio
therealmitchx,male,My new years resolution is to #party harder than ever. #NewYearsResolution,Recreation & Leisure,Spend more time outside,12/28/2014,39.7589478,-84.1916069,"Dayton, OH, USA",Ohio
ddot__,male,"#NewYearsResolution lose my virginity. 💯""",Personal Growth,Acheive My Goals,12/28/2014,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
JMo7892,male,This #NewYear I'm making a resolution to quit drinking and smoking. Maybe next year I'll quit lying #NewYearsResolution  @LaughsTVShow,Humor,Humor about Health and Fitness Resolutions,12/29/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
PeterMNiswander,male,RT @WhitmanRachel: Couldn't decide on just one #NewYearsResolution so I picked about 15 and color coded them into categories with deadlines…,Time Management/Organization,Re-organize,12/29/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
Micahh_Faithh,female,"#NewYearsResolution is to 

1. Lose weight. 💪

2.speak out more😀

3. Become a better person. ✨

4.love more. 💘

5.make new friends😁",Personal Growth,Be more positive,12/29/2014,39.3995008,-84.5613355,"Hamilton, OH, USA",Ohio
reddhedd17,female,@Cariloha #NewYearsResolution #HashtagOfTheWeek Mine is to try 10 new things this year,Personal Growth,Try new things,12/29/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
LilBit500,female,"@Cariloha #NewYearsResolution to travel more, worry less and smile all the time",Personal Growth,Be more positive,12/30/2014,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
cpttwinky,female,"Today starts a new day a new year, I have no idea what will the plans be but I'm praying that life gets better for all #NewYearsResolution",Personal Growth,Be more positive,12/31/2014,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
tjrose81,male,I have no #NewYearsResolution because I'm content with who I am.,Personal Growth,Other,12/31/2014,40.3611643,-83.7596557,"Bellefontaine, OH 43311, USA",Ohio
Myan_RaCune,male,2015 i get my christmas shopping done before december comes... 😧👎 #NewYearsResolution,Personal Growth,Other,12/22/2014,41.3175549,-81.3453858,"Aurora, OH, USA",Ohio
adogg281,male,my #NewYearsResolution is to watch more anime and sports. also going outside and workout. plus going to Ohio State.,Recreation & Leisure,Spend more time outside,12/22/2014,40.0192307,-82.8793446,"Gahanna, OH, USA",Ohio
megcostic,female,"My New Years goal: inspire and help people get in shape. I want to motivate, not just be antother ""meathead"" in the gym. #NewYearsResolution",Health & Fitness,Eat Less Sugar,12/23/2014,41.6639383,-83.555212,"Toledo, OH, USA",Ohio
kessla2312,female,"I'm gonna marry Austin Swift
@austinswift7 #NewYearsResolution",Family/Friends/Relationships,Make new friends,12/24/2014,40.4172871,-82.907123,"Ohio, USA",Ohio
chaynelinkfence,male,My #NewYearsResolution  is to not make a New Year's resolution.........crap,Humor,Humor about Health and Fitness Resolutions,12/24/2014,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
izzienickole,female,"I really plan on sticking to my #NewYearsResolution this year. Workout more, eat healthier, no sex before monogamy.",Health & Fitness,Go to the gym more,12/24/2014,41.0290973,-80.6564494,"Southern Blvd, Ohio, USA",Ohio
LukasMead,male,For being so desperate for attention I really don't tweet enough! #NewYearsResolution #tweettillihavenomorefriends,Humor,Humor about Family/Friends/Relationships Resolutions,12/24/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
zactavious,male,#NewYearsResolution continue to show up at least 30 minutes to an hour late to whatever time I told you I was going to be there.,Humor,Humor about Time Management/Organization Resolutions,12/24/2014,39.7589478,-84.1916069,"Dayton, OH, USA",Ohio
iamblakeallen,male,I really should start screenwriting again... #NewYearsResolution,Career,Get a new job,12/25/2014,39.8532057,-82.888276,"Groveport, OH, USA",Ohio
xshelbinatorx,female,"#NewYearsResolution 
Meet the hilariously adorable @SkylarAstin.
#SorryNotSorry. http://t.co/Hzc0CEoKmT",Family/Friends/Relationships,Make new friends,12/26/2014,40.035712,-83.0883102,"Hillcrest of Certain, Upper Arlington, OH 43220, USA",Ohio
danielterle,male,My #NewYearsResolution is to lose weight so I can fit into the three @Mega64 t-shirts I purchased #painandgain #running #fitnessmotivation,Health & Fitness,Lose weight,12/26/2014,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
CaityMonter,female,In 2015 I want to discover my personal style and overhaul my wardrobe. #NewYearsResolution 👠👗🎀,Personal Growth,Update my wardrobe,12/27/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
tyler_ashline,male,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/Kuy2pKBUse,Finance,Save money,12/27/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
MissysRedeemed,female,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/5MgjTzn9Sw,Finance,Other,12/27/2014,40.0228421,-82.4445991,"Heath, OH, USA",Ohio
tyarnold18,male,Be the best possible version of yourself and never settle. #begreat #bebettereveryday #NewYearsResolution,Personal Growth,Be more positive,12/28/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
mrskimarnold,female,RT @tyarnold18: Be the best possible version of yourself and never settle. #begreat #bebettereveryday #NewYearsResolution,Personal Growth,Focus on my self,12/28/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
JakeBazeley,male,I need to get nicer when I'm blackout #NewYearsResolution,Personal Growth,Improve my attitude,12/28/2014,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
HouseofBull,female,RT @TeamBobbyEwing: My #NewYearsResolution.....to help get our beloved tv show back on tv ASAP! #SaveDallas2015,Humor,Humor about Family/Friends/Relationships Resolutions,12/28/2014,39.8842304,-82.7535049,"Pickerington, OH, USA",Ohio
plasticwriting,female,RT @ItsCharles: I hope to be alot better person to my friends next year #NewYearsResolution,Family/Friends/Relationships,Make more time for friends,12/28/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
KatiePhilpot,female,Need to get back to my roots with the people who stuck by me these past few years #newyearsresolution,Family/Friends/Relationships,Spend more time with significant other,12/28/2014,39.7589478,-84.1916069,"Dayton, OH, USA",Ohio
Haley_daniellex,female,#NewYearsResolution become a marine.,Personal Growth,Focus on my self,12/28/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
Haley_daniellex,female,#NewYearsResolution Run a 1.5 mile in under 13 minutes,Health & Fitness,Excersize More,12/28/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
Haley_daniellex,female,#NewYearsResolution finish my novel,Time Management/Organization,Other,12/28/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
TheChris109,male,"RT @dma0064: My #NewYearsResolution 

Being more simple w texting. 

One sentence texts/replies 😜 

GONNA b hard for me 😁😁",Personal Growth,Improve my attitude,12/28/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
Dig4bugs,male,#NewYearsResolution Get @owlcity to notice me..,Family/Friends/Relationships,Other,12/28/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
MamaKelsies,female,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/vbzyu4bEDJ,Finance,Cash in on my stock options,12/29/2014,39.9336753,-82.4723781,"Buckeye Lake, OH, USA",Ohio
Chris_Holtman,male,A 4-hour drive back home is a good time to load up on new #paleo cookbooks in preparation for 2015. Let's do this. #NewYearsResolution,Personal Growth,Acheive My Goals,12/29/2014,39.1031182,-84.5120196,"Cincinnati, OH, USA",Ohio
daisygirl721,female,@VisitBritain I want to take my children  Bournemouth to see where I spent my childhood.My grandmother's house #NewYearsResolution #escape,Family/Friends/Relationships,Make more time for friends,12/29/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
THEGerbs,male,#NewYearsResolution write more. Work out more. Love more.,Personal Growth,Acheive My Goals,12/29/2014,41.2576207,-80.7325287,"Howland Township, OH, USA",Ohio
RepMarciaFudge,female,2015 is almost here! My #NewYearsResolution is to work to ensure more educational opportunities for the people of my district. What's yours?,Career,Start a new business,12/29/2014,41.49932,-81.6943605,"Cleveland, OH, USA",Ohio
laceyhiser,female,Determined to fit in my size 4 shorts this summer #NewYearsResolution,Health & Fitness,Lose weight,12/29/2014,41.6639383,-83.555212,"Toledo, OH, USA",Ohio
NathanSchaad,male,Looking to have my novel out to agents in 2015. What's your #NewYearsResolution ?,Career,Make more money,12/29/2014,40.4172871,-82.907123,"Ohio, USA",Ohio
Amason1984,female,"This is sooo me &amp; my friend before we start our ""#NewYearsResolution"" http://t.co/j7ebSk3gm2",Health & Fitness,Eat healthier,12/29/2014,41.0525588,-80.6078509,"Struthers, OH, USA",Ohio
SillyCatie,female,"New Year, new me. I'm getting a boob job in 2015. #NewYearsResolution",Health & Fitness,Go to the gym more,12/29/2014,40.0240809,-83.0725732,"Wesleyan Dr, Columbus, OH 43221, USA",Ohio
mason_harrison,male,Almost that time for my #NewYearsResolution . One would have to be work on spending less money. Dear god i love to go out and get stuff. lol,Finance,Save money,12/29/2014,41.6639383,-83.555212,"Toledo, OH, USA",Ohio
wblack1125,female,@Cariloha weight strength and better diet! tone #HashtagoftheWeek #NewYearsResolution,Health & Fitness,Eat healthier,12/29/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
RushellTuggle,female,@Cariloha My goal is to quit smoking! #Hashtagoftheweek #NewYearsResolution,Health & Fitness,Quit smoking,12/29/2014,39.7378378,-83.6132549,"South Solon, OH 43153, USA",Ohio
mattpolichany,male,RT @camilleguaty: This year I will attempt a near impossible task ... #NewYearsResolution #2015 to not always be right!! 😜,Personal Growth,Be more positive,12/29/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
CodyBodi,male,"I'm going to sleep, and maybe, just maybe, I will wake up and be faithful and not be a whore. #NewYearsResolution",Humor,Humor about Family/Friends/Relationships Resolutions,12/29/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
Valsephine,female,RT @LesLeMonAuthor: #NewYearsResolution #11 = Read more books in 2015! Who's with me? #amreading,Personal Growth,Read more books,12/29/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
CV_81,female,RT @leemosencasa: #NewYearsResolution Stop #overthinking http://t.co/Ca9LPd36t9,Personal Growth,Be more positive,12/30/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
kylegarvey,male,#NewYearsResolution LESS TWERKING,Humor,Humor about not Resolutions in general,12/30/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
JmeLahman,male,#NewYearsResolution to not be a total fuckboi.,Humor,Humor about Time Management/Organization Resolutions,12/30/2014,39.2115212,-82.2247588,"Ohio University Airport (ATO), 747 Columbia Rd, Albany, OH 45710, USA",Ohio
beccanoop,female,"#NewYearsResolution eat more donuts when I go to dunkins. also, run more",Health & Fitness,Excersize More,12/30/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
jimmyh740,male,#NewYearsResolution not to feel nauseous after only a few minutes of exercising.,Health & Fitness,Go to the gym more,12/30/2014,39.7136754,-82.5993294,"Lancaster, OH 43130, USA",Ohio
Katg17,female,Must stop eating M&amp;M's. #NewYearsResolution,Health & Fitness,Eat Less Sugar,12/30/2014,43.3222909,-74.9784914,"Ohio, NY 13324, USA",Ohio
gladman_kerri,female,New Years Resolution #newyears #newyearsresolution https://t.co/xP6gAG73cf,Humor,Humor about Health and Fitness Resolutions,12/30/2014,39.9242266,-83.8088171,"Springfield, OH, USA",Ohio
cintavu,female,I need to get better at #leagueoflegends #NewYearsResolution  lmfao,Recreation & Leisure,Take a trip,12/30/2014,39.9611755,-82.9987942,"Columbus, OH, USA",Ohio
2PeasInAPoddd,female,RT @donovankh21: #NewYearsResolution is to drink more h2o #weightXoz÷2,Health & Fitness,Drink more water,12/30/2014,41.5575349,-89.4609276,"Ohio, IL 61349, USA",Ohio
Bry_American,male,"#NewYearsResolution          #1 more people time, less phone time",Family/Friends/Relationships,Spend more time with family,12/30/2014,41.0242258,-80.6147954,"Poland, OH 44514, USA",Ohio
